Level,MoneyProfit,CommonUpgradeCost,RareUpgradeCost,LegendaryUpgradeCost
1225,3.53095229770880E+15,9.34959193668335E+24,6.60250082760286E+23,5.36918555094187E+23
1226,3.63766019397233E+15,9.81874176532544E+24,6.90981639145814E+23,5.61578249052675E+23
1227,3.74436809023585E+15,1.03026244156161E+25,7.22532233263695E+23,5.86873411538182E+23
1228,3.85107598649938E+15,1.08016395152051E+25,7.54921120845678E+23,6.12818463054745E+23
1229,3.95778388276290E+15,1.13161965966798E+25,7.88167980739396E+23,6.39428130014231E+23
1230,4.06449177902643E+15,1.18467153248159E+25,8.22292923707454E+23,6.66717450890511E+23
1231,4.20959413553767E+15,1.25077047963843E+25,8.65207805314028E+23,7.01096273774850E+23
1232,4.35469649204892E+15,1.31899546544344E+25,9.09293827523394E+23,7.36381860111379E+23
1233,4.49979884856016E+15,1.38940471182559E+25,9.63719569661669E+23,7.72594997831403E+23
1234,4.64490120507141E+15,1.46205788889663E+25,1.02027030215623E+24,8.09756918018707E+23
1235,4.79000356158265E+15,1.53701614817280E+25,1.07901187072674E+24,8.47889303835830E+23
1236,4.93510591809389E+15,1.61434215649694E+25,1.14001189751752E+24,8.87014299618708E+23
1237,5.08020827460514E+15,1.69410013067462E+25,1.20333982412657E+24,9.27154520142587E+23
1238,5.22531063111638E+15,1.77635587283770E+25,1.26906695557702E+24,9.68333060062199E+23
1239,5.37041298762763E+15,1.86117680654934E+25,1.33726650524983E+24,1.01057350352926E+24
1240,5.51551534413887E+15,1.94863201366447E+25,1.40801364079616E+24,1.05389993399031E+24
1241,5.71297079345904E+15,2.05764835563795E+25,1.49508635281323E+24,1.10849508220435E+24
1242,5.91042624277921E+15,2.17017585474133E+25,1.58555021673452E+24,1.16454006150453E+24
1243,6.10788169209939E+15,2.28631040218322E+25,1.67950979267294E+24,1.22206818527739E+24
1244,6.30533714141956E+15,2.40615025985458E+25,1.77707244294620E+24,1.28111347628399E+24
1245,6.50279259073973E+15,2.52979611420406E+25,1.87834839938532E+24,1.34171068087379E+24
1246,6.70024804005990E+15,2.65735113123493E+25,1.98345083210170E+24,1.40389528346442E+24
1247,6.89770348938007E+15,2.78892101264505E+25,2.09249591974130E+24,1.46770352129186E+24
1248,7.09515893870025E+15,2.92461405313121E+25,2.20560292125452E+24,1.53317239943582E+24
1249,7.29261438802042E+15,3.06454119887964E+25,2.32289424921108E+24,1.60033970612481E+24
1250,7.49006983734059E+15,3.20881610726503E+25,2.44449554468965E+24,1.66924402832601E+24
1251,7.75896334450112E+15,3.38875604474576E+25,2.59442303544115E+24,1.75609340987974E+24
1252,8.02785685166165E+15,3.57449498718963E+25,2.75009208373496E+24,1.84526330672497E+24
1253,8.29675035882217E+15,3.76619078219996E+25,2.91167752059698E+24,1.93680712950443E+24
1254,8.56564386598270E+15,3.96400515403227E+25,3.07935880627404E+24,2.03077942418867E+24
1255,8.83453737314323E+15,4.16810379083113E+25,3.25332013997499E+24,2.12723589469594E+24
1256,9.10343088030376E+15,4.37865643366020E+25,3.43375057195399E+24,2.22623342593157E+24
1257,9.37232438746429E+15,4.59583696735853E+25,3.62084411798059E+24,2.32783010725383E+24
1258,9.64121789462481E+15,4.81982351325700E+25,3.81479987624201E+24,2.43208525637372E+24
1259,9.91011140178534E+15,5.05079852378924E+25,4.01582214672360E+24,2.53905944369591E+24
1260,1.01790049089459E+16,5.28894887903171E+25,4.22412055311436E+24,2.64881451710832E+24
1261,1.05454490856679E+16,5.58614057477874E+25,4.48136503144646E+24,2.78719658735500E+24
1262,1.09118932623900E+16,5.89290930471776E+25,4.74830997738910E+24,2.92929617958699E+24
1263,1.12783374391120E+16,6.20951474037878E+25,5.02524718805089E+24,3.07519895690203E+24
1264,1.16447816158341E+16,6.53622288539282E+25,5.31247609381415E+24,3.22499239900964E+24
1265,1.20112257925561E+16,6.87330621653120E+25,5.61030393689390E+24,3.37876583820402E+24
1266,1.23776699692782E+16,7.22104382760667E+25,5.91904595365025E+24,3.53661049599850E+24
1267,1.27441141460002E+16,7.57972157628659E+25,6.23902556072273E+24,3.69861952043152E+24
1268,1.31105583227223E+16,7.94963223387299E+25,6.57057454505933E+24,3.86488802405649E+24
1269,1.34770024994443E+16,8.33107563810153E+25,6.91403325791141E+24,4.03551312262608E+24
1270,1.38434466761664E+16,8.72435884901591E+25,7.26975081286933E+24,4.21059397448336E+24
1271,1.43431951011760E+16,9.21544373809256E+25,7.70973884455380E+24,4.43141697534388E+24
1272,1.48429435261856E+16,9.72234241624694E+25,8.16608286227373E+24,4.65820047998469E+24
1273,1.53426919511952E+16,1.02454817592763E+26,8.63926900786307E+24,4.89108191632800E+24
1274,1.58424403762048E+16,1.07852989735335E+26,9.12979598660510E+24,5.13020161813141E+24
1275,1.63421888012144E+16,1.13422418235959E+26,9.63817535717858E+24,5.37570288215620E+24
1276,1.68419372262240E+16,1.19167688644905E+26,1.01649318276030E+25,5.62773202637607E+24
1277,1.73416856512336E+16,1.25093496785565E+26,1.07106035572928E+25,5.88643844924355E+24
1278,1.78414340762433E+16,1.31204651170288E+26,1.12757424653336E+25,6.15197469003174E+24
1279,1.83411825012529E+16,1.37506075464254E+26,1.18609145450916E+25,6.42449649026895E+24
1280,1.88409309262625E+16,1.44002810998266E+26,1.24667001852756E+25,6.70416285628479E+24
1281,1.95229726257932E+16,1.52120424452307E+26,1.32171075588224E+25,7.05703024549186E+24
1282,2.02050143253239E+16,1.60499088164429E+26,1.39950391737394E+25,7.41946145040133E+24
1283,2.08870560248546E+16,1.69145814051502E+26,1.48013035161557E+25,7.79167698307785E+24
1284,2.15690977243853E+16,1.78067782361737E+26,1.56367297119331E+25,8.17390200204831E+24
1285,2.22511394239160E+16,1.87272345343967E+26,1.65021679965408E+25,8.56636640308369E+24
1286,2.29331811234467E+16,1.96837532440376E+26,1.74047240579584E+25,8.97251860553619E+24
1287,2.36152228229774E+16,2.06831091349764E+26,1.83506824614124E+25,9.39529207241303E+24
1288,2.42972645225081E+16,2.17149013391405E+26,1.93311149201423E+25,9.82980462417602E+24
1289,2.49793062220388E+16,2.27800166585934E+26,2.03470469905877E+25,1.02763335357164E+25
1290,2.56613479215695E+16,2.38793635049635E+26,2.13995307696285E+25,1.07351620236139E+25
1291,2.65928548511225E+16,2.52507474134821E+26,2.27026167535558E+25,1.13127028326552E+25
1292,2.75243617806755E+16,2.66679018611021E+26,2.40545315224578E+25,1.19067124075341E+25
1293,2.84558687102284E+16,2.81320918070792E+26,2.54567423296860E+25,1.25175839623709E+25
1294,2.93873756397814E+16,2.96446131632786E+26,2.69107545277266E+25,1.31457191778625E+25
1295,3.03188825693344E+16,3.12067934759389E+26,2.84181124438033E+25,1.37915283686103E+25
1296,3.12503894988874E+16,3.28199926209280E+26,2.99804002733496E+25,1.44554306534759E+25
1297,3.21818964284403E+16,3.44856035127292E+26,3.15992429916705E+25,1.51378541290135E+25
1298,3.31134033579933E+16,3.59915200505842E+26,3.32763072841195E+25,1.58392360460305E+25
1299,3.40449102875463E+16,3.75332612675115E+26,3.50133024951215E+25,1.65600229893257E+25
1300,3.49764172170993E+16,3.91115206090285E+26,3.68119815963766E+25,1.73006710606579E+25
1301,3.62495588038017E+16,4.11144873827841E+26,3.90420951436425E+25,1.82334879190611E+25
1302,3.75227003905041E+16,4.31664649812957E+26,4.13546750657213E+25,1.91929169689919E+25
1303,3.87958419772065E+16,4.52684123100436E+26,4.37521668254220E+25,2.01795918230460E+25
1304,4.00689835639089E+16,4.74213043753657E+26,4.62370785073434E+25,2.11941596594703E+25
1305,4.13421251506114E+16,4.96261325178216E+26,4.88119822353942E+25,2.22372814879975E+25
1306,4.26152667373138E+16,5.18839046484022E+26,5.14795156187566E+25,2.33096324204367E+25
1307,4.38884083240162E+16,5.41956454876116E+26,5.42423832267952E+25,2.44119019460970E+25
1308,4.51615499107186E+16,5.65623968074502E+26,5.71033580934199E+25,2.55447942121219E+25
1309,4.64346914974210E+16,5.89852176763254E+26,6.00652832514181E+25,2.67090283088130E+25
1310,4.77078330841234E+16,6.14651847069197E+26,6.31310732972809E+25,2.79053385600235E+25
1311,4.94491689916940E+16,6.46151813740399E+26,6.69374931522956E+25,2.94129624507522E+25
1312,5.11905048992645E+16,6.78419333844581E+26,7.08828800190220E+25,3.09635960809319E+25
1313,5.29318408068350E+16,7.11469302946563E+26,7.49713011861622E+25,3.25582601509734E+25
1314,5.46731767144055E+16,7.45316863870929E+26,7.92069266555458E+25,3.41979970824642E+25
1315,5.64145126219760E+16,7.79977410232482E+26,8.35940314320908E+25,3.58838714400828E+25
1316,5.81558485295465E+16,8.15466590008949E+26,8.81369978589471E+25,3.76169703609754E+25
1317,5.98971844371170E+16,8.51800309156325E+26,9.28403179986021E+25,3.93984039917136E+25
1318,6.16385203446875E+16,8.88994735267280E+26,9.77085960607430E+25,4.12293059329536E+25
1319,6.33798562522580E+16,9.27066301273013E+26,1.02746550877677E+26,4.31108336919173E+25
1320,6.51211921598286E+16,9.66031709188979E+26,1.07959018428130E+26,4.50441691428218E+25
1321,6.75046277928783E+16,1.01556795165902E+27,1.14439495612816E+26,4.74821663411939E+25
1322,6.98880634259280E+16,1.06630568997273E+27,1.21153646006148E+26,4.99896801399810E+25
1323,7.22714990589777E+16,1.11826804479470E+27,1.28108220402740E+26,5.25683542589188E+25
1324,7.46549346920275E+16,1.17147851611649E+27,1.35310137722632E+26,5.52198671729455E+25
1325,7.70383703250772E+16,1.22596098859158E+27,1.42766488702987E+26,5.79459327811608E+25
1326,7.94218059581269E+16,1.28173973693292E+27,1.50484539661398E+26,6.07483010874801E+25
1327,8.18052415911767E+16,1.33883943137385E+27,1.58471736332039E+26,6.36287588931635E+25
1328,8.41886772242264E+16,1.39728514319272E+27,1.66735707775885E+26,6.65891305014083E+25
1329,8.65721128572761E+16,1.45710235030198E+27,1.75284270366244E+26,6.96312784341920E+25
1330,8.89555484903258E+16,1.51831694290232E+27,1.84125431850883E+26,7.27571041615565E+25
1331,9.22202171199208E+16,1.59620818967046E+27,1.95132027638951E+26,7.67014888097757E+25
1332,9.54848857495158E+16,1.67597927141724E+27,2.06530721255540E+26,8.07582346305477E+25
1333,9.87495543791108E+16,1.75766604736856E+27,2.18332694928454E+26,8.49299876211435E+25
1334,1.02014223008706E+17,1.84130495809779E+27,2.30549405526405E+26,8.92194493482486E+25
1335,1.05278891638301E+17,1.92693303357855E+27,2.43192590498410E+26,9.36293780075387E+25
1336,1.08543560267896E+17,2.01458790133038E+27,2.56274273926497E+26,9.81625895015580E+25
1337,1.11808228897491E+17,2.10430779465809E+27,2.69806772693608E+26,1.02821958536180E+26
1338,1.15072897527086E+17,2.19613156098558E+27,2.83802702768591E+26,1.07610419735941E+26
1339,1.18337566156681E+17,2.29009867028509E+27,2.98274985610253E+26,1.12530968778528E+26
1340,1.21602234786276E+17,2.38624922360269E+27,3.13236854692408E+26,1.17586663548728E+26
1341,1.26077197026411E+17,2.50870660025967E+27,3.31887860624336E+26,1.23970697318785E+26
1342,1.30552159266546E+17,2.63410358442883E+27,3.51195453283943E+26,1.30536333705835E+26
1343,1.35027121506680E+17,2.76249574804816E+27,3.71178118660166E+26,1.37287830284050E+26
1344,1.39502083746815E+17,2.89393955313106E+27,3.91854790495779E+26,1.44229533408371E+26
1345,1.43977045986950E+17,3.02849236390853E+27,4.13244859824165E+26,1.51365879891065E+26
1346,1.48452008227085E+17,3.16621245910887E+27,4.35368184685001E+26,1.58701398706887E+26
1347,1.52926970467220E+17,3.30715904437606E+27,4.58245100021774E+26,1.66240712727284E+26
1348,1.57401932707355E+17,3.45139226482788E+27,4.81896427764069E+26,1.73988540484086E+26
1349,1.61876894947490E+17,3.59897321775518E+27,5.06343487097661E+26,1.81949697963119E+26
1350,1.66351857187625E+17,3.74996396546352E+27,5.31608104925443E+26,1.90129100428218E+26
1351,1.72490240717849E+17,3.94244680033559E+27,5.63143337342841E+26,2.00464961677746E+26
1352,1.78628624248072E+17,4.13952395354661E+27,5.95775866521543E+26,2.11094303783331E+26
1353,1.84767007778295E+17,4.34128147740691E+27,6.29536193541762E+26,2.22023974168726E+26
1354,1.90905391308519E+17,4.54780678565534E+27,6.64455548058278E+26,2.33260961986600E+26
1355,1.97043774838742E+17,4.75918867174881E+27,7.00565903584035E+26,2.44812400768577E+26
1356,2.03182158368966E+17,4.97551732735522E+27,7.37899993055708E+26,2.56685571119959E+26
1357,2.09320541899189E+17,5.19688436105110E+27,7.76491324685684E+26,2.68887903459762E+26
1358,2.15458925429412E+17,5.42338281722622E+27,8.16374198105157E+26,2.81426980806778E+26
1359,2.21597308959636E+17,5.65510719519651E+27,8.57583720802865E+26,2.94310541612332E+26
1360,2.27735692489859E+17,5.89215346852736E+27,9.00155824864251E+26,3.07546482640432E+26
1361,2.36161913111984E+17,6.19463007017490E+27,9.53363063614002E+26,3.24284392431377E+26
1362,2.44588133734109E+17,6.50428306787305E+27,1.00840055619185E+27,3.41496505664608E+26
1363,2.53014354356234E+17,6.82124560562975E+27,1.06531853259736E+27,3.59193829293223E+26
1364,2.61440574978359E+17,7.14565290786318E+27,1.12416840611159E+27,3.77387596341655E+26
1365,2.69866795600483E+17,7.47764230692359E+27,1.18500279774473E+27,3.96089270090140E+26
1366,2.78293016222608E+17,7.81735327091549E+27,1.24787556112726E+27,4.15310548328823E+26
1367,2.86719236844733E+17,8.16492743182235E+27,1.31284180785164E+27,4.35063367682549E+26
1368,2.95145457466858E+17,8.52050861393676E+27,1.37995793327163E+27,4.55359908007379E+26
1369,3.03571678088983E+17,8.88424286259850E+27,1.44928164276630E+27,4.76212596859871E+26
1370,3.11997898711107E+17,9.25627847324291E+27,1.52087197847617E+27,4.97634114040220E+26
1371,3.23573020753290E+17,9.73146933545282E+27,1.61046180728222E+27,5.24744024694611E+26
1372,3.35148142795472E+17,1.02178632976989E+28,1.70309864454710E+27,5.52619979837459E+26
1373,3.46723264837654E+17,1.07156662019118E+28,1.79886505676221E+27,5.81279662898889E+26
1374,3.58298386879836E+17,1.12250870661576E+28,1.89784552864853E+27,6.10741117616052E+26
1375,3.69873508922018E+17,1.17463381260124E+28,2.00012650219201E+27,6.41022754633619E+26
1376,3.81448630964200E+17,1.22796348763809E+28,2.10579641637553E+27,6.72143358212755E+26
1377,3.93023753006382E+17,1.28251961137612E+28,2.21494574761806E+27,7.04122093050166E+26
1378,4.04598875048564E+17,1.33832439789606E+28,2.32766705093209E+27,7.36978511208805E+26
1379,4.16173997090746E+17,1.39540040002646E+28,2.44405500181031E+27,7.70732559161872E+26
1380,4.27749119132928E+17,1.45377051370656E+28,2.56420643885268E+27,8.05404584951723E+26
1381,4.43661386364673E+17,1.52839930907998E+28,2.71475935290478E+27,8.49318109843168E+26
1382,4.59573653596418E+17,1.60477598132814E+28,2.87037552658134E+27,8.94468796412535E+26
1383,4.75485920828163E+17,1.68293232856760E+28,3.03119043343880E+27,9.40885037684823E+26
1384,4.91398188059908E+17,1.76290063337199E+28,3.19734265109947E+27,9.88595800450445E+26
1385,5.07310455291653E+17,1.84471366898645E+28,3.36897392346929E+27,1.03763063566601E+27
1386,5.23222722523398E+17,1.92840470560750E+28,3.54622922404751E+27,1.08801968902388E+27
1387,5.39134989755143E+17,2.01400751672872E+28,3.72925682034486E+27,1.13979371169295E+27
1388,5.55047256986888E+17,2.10155638555288E+28,3.91820833942717E+27,1.19298407123304E+27
1389,5.70959524218633E+17,2.19108611147110E+28,4.11323883460124E+27,1.24762276268552E+27
1390,5.86871791450378E+17,2.28263201660937E+28,4.31450685326030E+27,1.30374241984245E+27
1391,6.08762109271478E+17,2.39979597523875E+28,4.56702271909478E+27,1.37487764020213E+27
1392,6.30652427092577E+17,2.51968526877779E+28,4.82793704019236E+27,1.44801024929538E+27
1393,6.52542744913676E+17,2.64234897982331E+28,5.09747170398667E+27,1.52318580783481E+27
1394,6.74433062734776E+17,2.76783692926544E+28,5.37585361207743E+27,1.60045078943911E+27
1395,6.96323380555875E+17,2.89619968561353E+28,5.66331477922848E+27,1.67985259700538E+27
1396,7.18213698376974E+17,3.02748857441832E+28,5.96009243407492E+27,1.76143957934386E+27
1397,7.40104016198073E+17,3.16175568779136E+28,6.26642912156490E+27,1.84526104807855E+27
1398,7.61994334019173E+17,3.29905389402213E+28,6.58257280716177E+27,1.93136729481770E+27
1399,7.83884651840272E+17,3.43943684729389E+28,6.90877698283294E+27,2.01980960859778E+27
1400,8.05774969661371E+17,3.58295899749902E+28,7.24530077485172E+27,2.11064029360492E+27
1401,8.35910953526707E+17,3.76683272141749E+28,7.66804889296451E+27,2.22586930210870E+27
1402,8.66046937392042E+17,3.95495324898609E+28,8.10470291774809E+27,2.34432193588445E+27
1403,8.96182921257377E+17,4.14739628379118E+28,8.55562563966799E+27,2.46607125710015E+27
1404,9.26318905122713E+17,4.34423865358745E+28,9.02118793500292E+27,2.59119177918294E+27
1405,9.56454888988048E+17,4.54555832428146E+28,9.50176892310508E+27,2.71975949256557E+27
1406,9.86590872853384E+17,4.75143441405706E+28,9.99775612633131E+27,2.85185189084001E+27
1407,1.01672685671872E+18,4.96194720764378E+28,1.05095456326844E+28,2.98754799732402E+27
1408,1.04686284058405E+18,5.17717817072936E+28,1.10375422612043E+28,3.12692839204625E+27
1409,1.07699882444939E+18,5.39720996451760E+28,1.15821597301487E+28,3.27007523915581E+27
1410,1.10713480831473E+18,5.62212646043224E+28,1.21438208280048E+28,3.41707231476197E+27
1411,1.14865236362653E+18,5.91057849123331E+28,1.28502863219064E+28,3.60371289345190E+27
1412,1.19016991893833E+18,6.20564408859229E+28,1.35797369751456E+28,3.79555410377662E+27
1413,1.23168747425013E+18,6.50743992627315E+28,1.43327649511609E+28,3.99271303277677E+27
1414,1.27320502956193E+18,6.81608438834803E+28,1.51099754308361E+28,4.19530907259063E+27
1415,1.31472258487374E+18,7.13169759014804E+28,1.59119868619109E+28,4.40346396090137E+27
1416,1.35624014018554E+18,7.45440139942271E+28,1.67394312125589E+28,4.61730182201564E+27
1417,1.39775769549734E+18,7.78431945771037E+28,1.75929542291940E+28,4.83694920858262E+27
1418,1.43927525080914E+18,8.12157720192008E+28,1.84732156985652E+28,5.06253514396161E+27
1419,1.48079280612095E+18,8.46630188612754E+28,1.93808897142010E+28,5.29419116524752E+27
1420,1.52231036143275E+18,8.81862260358591E+28,2.03166649472667E+28,5.53205136696288E+27
1421,1.57954923102262E+18,9.25480745522269E+28,2.14577730248636E+28,5.82416650732352E+27
1422,1.63678810061249E+18,9.68971977005580E+28,2.26093461301302E+28,6.11730193000734E+27
1423,1.69402697020236E+18,1.01324613684782E+29,2.41143092795189E+28,6.41722553336950E+27
1424,1.75126583979224E+18,1.05831259591945E+29,2.56817856919128E+28,6.80973971763768E+27
1425,1.80850470938211E+18,1.10418080349286E+29,2.73133873763011E+28,7.21707824534227E+27
1426,1.86574357897198E+18,1.15086028766924E+29,2.90107561924028E+28,7.63960765709075E+27
1427,1.92298244856185E+18,1.19836065580670E+29,3.07755642680610E+28,8.07770113665616E+27
1428,1.98022131815172E+18,1.24669159494946E+29,3.26095144210491E+28,8.53173860275469E+27
1429,2.03746018774159E+18,1.29586287225830E+29,3.45143405853219E+28,9.00210680178621E+27
1430,2.09469905733147E+18,1.34588433544213E+29,3.64918082417445E+28,9.48919940154553E+27
1431,2.17366921179286E+18,1.41087111463669E+29,3.89329474780336E+28,1.00943353284018E+28
1432,2.25263936625426E+18,1.47701524331876E+29,4.14720548150909E+28,1.07220393721914E+28
1433,2.33160952071565E+18,1.54433037123815E+29,4.41115964134348E+28,1.13728613127794E+28
1434,2.41057967517705E+18,1.61283026047862E+29,4.68540832230552E+28,1.20473607544464E+28
1435,2.48954982963845E+18,1.68252878605871E+29,4.97020715989125E+28,1.27461072597798E+28
1436,2.56851998409984E+18,1.75343993653409E+29,5.26581639228364E+28,1.34696804849518E+28
1437,2.64749013856124E+18,1.82557781460172E+29,5.57250092318720E+28,1.42186703163948E+28
1438,2.72646029302264E+18,1.89895663770542E+29,5.89053038531189E+28,1.49936770088830E+28
1439,2.80543044748403E+18,1.97359073864317E+29,6.22017920451154E+28,1.57953113250327E+28
1440,2.88440060194543E+18,2.04949456617603E+29,6.56172666458174E+28,1.66241946762309E+28
1441,2.99343094469897E+18,2.14825557921924E+29,6.98560679730126E+28,1.76582846725302E+28
1442,3.10246128745251E+18,2.24874663088474E+29,7.42555381798007E+28,1.87291877521486E+28
1443,3.21149163020604E+18,2.35098776074516E+29,7.88195797012413E+28,1.98377720365915E+28
1444,3.32052197295958E+18,2.45499917017831E+29,8.35521639459202E+28,2.09849207632302E+28
1445,3.42955231571312E+18,2.56080122321525E+29,8.84573322218467E+28,2.21715324866488E+28
1446,3.53858265846666E+18,2.66841444739059E+29,9.35391966717737E+28,2.33985212820334E+28
1447,3.64761300122020E+18,2.77785953459506E+29,9.88019412180030E+28,2.46668169506158E+28
1448,3.75664334397373E+18,2.88915734193024E+29,1.04249822516750E+29,2.59773652271889E+28
1449,3.86567368672727E+18,3.00232889256565E+29,1.09887170922141E+29,2.73311279897078E+28
1450,3.97470402948081E+18,3.11739537659789E+29,1.15718391459900E+29,2.87290834709925E+28
1451,4.12534531219813E+18,3.26733463312075E+29,1.22988507606378E+29,3.04796643688165E+28
1452,4.27598659491546E+18,3.41985812638304E+29,1.30520722854590E+29,3.22900167377163E+28
1453,4.42662787763278E+18,3.57499526406155E+29,1.38321194402249E+29,3.41615076689012E+28
1454,4.57726916035010E+18,3.73277568686763E+29,1.46396185473084E+29,3.60955274710944E+28
1455,4.72791044306743E+18,3.89322926974456E+29,1.54752066708143E+29,3.80934899729968E+28
1456,4.87855172578475E+18,4.05638612306804E+29,1.63395317570947E+29,4.01568328287522E+28
1457,5.02919300850207E+18,4.22227659384978E+29,1.72332527766607E+29,4.22870178264372E+28
1458,5.17983429121940E+18,4.39093126694412E+29,1.81570398674998E+29,4.44855311995962E+28
1459,5.33047557393672E+18,4.56238096625778E+29,1.91115744798087E+29,4.67538839418435E+28
1460,5.48111685665404E+18,4.73665675596267E+29,2.00975495221533E+29,4.90936121245557E+28
1461,5.68939929720690E+18,4.96408268060284E+29,2.13317888112172E+29,5.20334450010127E+28
1462,5.89768173775975E+18,5.19536618605414E+29,2.26085819289380E+29,5.50699212527065E+28
1463,6.10596417831260E+18,5.43055041021343E+29,2.39288977482172E+29,5.82051883683871E+28
1464,6.31424661886546E+18,5.66967882656690E+29,2.52937214132112E+29,6.14414294414161E+28
1465,6.52252905941831E+18,5.91279524588104E+29,2.67040545481815E+29,6.47808636236726E+28
1466,6.73081149997116E+18,6.15994381789805E+29,2.81609154683819E+29,6.82257465838734E+28
1467,6.93909394052402E+18,6.41116903303538E+29,2.96653393929975E+29,7.17783709703374E+28
1468,7.14737638107687E+18,6.66651572408949E+29,3.12183786601509E+29,7.54410668782270E+28
1469,7.35565882162972E+18,6.92602906794404E+29,3.28211029439887E+29,7.92162023212977E+28
1470,7.56394126218258E+18,7.18975458728224E+29,3.44745994738648E+29,8.31061837081881E+28
1471,7.85212742427173E+18,7.53440874947141E+29,3.65519278749005E+29,8.80090416309542E+28
1472,8.14031358636089E+18,7.88481762910874E+29,3.86980522770293E+29,9.30675708549598E+28
1473,8.42849974845005E+18,8.24104448191741E+29,4.09144935026186E+29,9.82851369786383E+28
1474,8.71668591053920E+18,8.60315304686692E+29,4.32027973061257E+29,1.03665160119934E+29
1475,9.00487207262836E+18,8.97120754856201E+29,4.55645346873077E+29,1.09211115596845E+29
1476,9.29305823471752E+18,9.34527269963736E+29,4.80013022074245E+29,1.14926534614451E+29
1477,9.58124439680667E+18,9.72541370315825E+29,5.05147223084586E+29,1.20815004958476E+29
1478,9.86943055889583E+18,1.01116962550272E+30,5.31064436353698E+29,1.26880171695425E+29
1479,1.01576167209850E+19,1.05041865463963E+30,5.57781413614086E+29,1.33125737879342E+29
1480,1.04458028830741E+19,1.09029512660856E+30,5.85315175165063E+29,1.39555465265238E+29
1481,1.08448325532076E+19,1.14248291749377E+30,6.20020151945955E+29,1.47682618297166E+29
1482,1.12438622233410E+19,1.19552869053352E+30,6.55833076676848E+29,1.56059662842177E+29
1483,1.16428918934744E+19,1.24944171827573E+30,6.92777767070908E+29,1.64691862284515E+29
1484,1.20419215636079E+19,1.30423134285298E+30,7.30878422321223E+29,1.73584563375858E+29
1485,1.24409512337413E+19,1.35990697632010E+30,7.70159627793804E+29,1.82743197254775E+29
1486,1.28399809038748E+19,1.41647810099256E+30,8.10646359764641E+29,1.92173280475722E+29
1487,1.32390105740082E+19,1.47395426978566E+30,8.52363990200954E+29,2.01880416047617E+29
1488,1.36380402441416E+19,1.53234510655453E+30,8.95338291587131E+29,2.11870294482087E+29
1489,1.40370699142751E+19,1.59166030643500E+30,9.39595441795490E+29,2.22148694851426E+29
1490,1.44360995844085E+19,1.65190963618519E+30,9.85162029002255E+29,2.32721485856349E+29
1491,1.49890021984913E+19,1.73087158266727E+30,1.04276984296332E+30,2.46121239360354E+29
1492,1.55419048125742E+19,1.81111201500014E+30,1.10215577977216E+30,2.59920872946579E+29
1493,1.60948074266570E+19,1.89264452169174E+30,1.16335706189232E+30,2.74128601577660E+29
1494,1.66477100407399E+19,1.97548279144714E+30,1.22641149469911E+30,2.88752767531377E+29
1495,1.72006126548227E+19,2.05964061364550E+30,1.29135747350557E+30,3.03801841926585E+29
1496,1.77535152689056E+19,2.14513187881852E+30,1.35823399065335E+30,3.19284426263165E+29
1497,1.83064178829884E+19,2.23197057912974E+30,1.42708064266831E+30,3.35209253976022E+29
1498,1.88593204970713E+19,2.32017080885518E+30,1.49793763748183E+30,3.51585192003301E+29
1499,1.94122231111541E+19,2.40974676486491E+30,1.57084580171784E+30,3.68421242368839E+29
1500,1.99651257252370E+19,2.50071274710596E+30,1.64584658804635E+30,3.85726543779013E+29
1501,2.07317865530861E+19,2.62009807567890E+30,1.74093222704424E+30,4.07714171727346E+29
1502,2.14984473809352E+19,2.74138752426208E+30,1.83886248673098E+30,4.30339851979278E+29
1503,2.22651082087843E+19,2.86460100106459E+30,1.93969542484379E+30,4.53616382594189E+29
1504,2.30317690366334E+19,2.98975855857448E+30,2.04348998871306E+30,4.77556755827432E+29
1505,2.37984298644825E+19,3.11688039423343E+30,2.15030602577347E+30,5.02174160412695E+29
1506,2.45650906923316E+19,3.24598685111299E+30,2.26020429416999E+30,5.27481983864898E+29
1507,2.53317515201807E+19,3.37709841859243E+30,2.37324647345923E+30,5.53493814803758E+29
1508,2.60984123480298E+19,3.51023573303811E+30,2.48949517540695E+30,5.80223445298166E+29
1509,2.68650731758789E+19,3.64541957848443E+30,2.60901395488220E+30,6.07684873231498E+29
1510,2.76317340037280E+19,3.78267088731637E+30,2.73186732084880E+30,6.35892304688004E+29
1511,2.86955557628715E+19,3.96305067899373E+30,2.88802813581614E+30,6.71817256028079E+29
1512,2.97593775220150E+19,4.14626505859051E+30,3.04872652963309E+30,7.08757592364168E+29
1513,3.08231992811586E+19,4.33234318653964E+30,3.21405289332656E+30,7.46733217479687E+29
1514,3.18870210403021E+19,4.52131443103701E+30,3.38409897396909E+30,7.85764331035403E+29
1515,3.29508427994456E+19,4.71320836899595E+30,3.55895789039268E+30,8.25871431980849E+29
1516,3.40146645585892E+19,4.90805478700359E+30,3.73872414904161E+30,8.67075321995845E+29
1517,3.50784863177327E+19,5.10588368227956E+30,3.92349365996538E+30,9.09397108962354E+29
1518,3.61423080768762E+19,5.30672526363684E+30,4.11336375295253E+30,9.52858210466862E+29
1519,3.72061298360197E+19,5.51060995244478E+30,4.30843319380637E+30,9.97480357333477E+29
1520,3.82699515951633E+19,5.71756838359427E+30,4.50880220076338E+30,1.04328559718793E+30
